gene	Body wall muscle	Intestinal/rectal muscle	Pharyngeal muscle	Pharyngeal epithelia	Pharyngeal gland	Seam cells	Non-seam hypodermis	Rectum	Ciliated sensory neurons	Oxygen sensory neurons	Touch receptor neurons	Cholinergic neurons	GABAergic neurons	Pharyngeal neurons	flp-1(+) interneurons	Other interneurons	Canal associated neurons	Am/PH sheath cells	Socket cells	Excretory cells	Intestine	Germline	Somatic gonad precursors	Distal tip cells	Vulval precursors	Sex myoblasts	Coelomocytes
F36H9.7	0.0324273	0	0	0	0	0.345331	0	0	32.274	0	275.757	91.6827	123.908	0	36.3936	47.0143	0	3.56735	0	0	0	0.654354	0	0	0	0	1.44529
nlp-47	0.322777	0	0	0.608495	6.30167	0.182843	3.20353	0	283.44	656.989	0	211.787	0	16.1338	33.6603	8.4229	0	0	7.23652	288.721	0	0.109534	0	0	3.66429	0	0
F36H12.2	0.0497809	0	0	0	0	0.262033	0	0	8.66897	0	0	0	0	0	0	0	0	0	0	0	0	48.5797	1.597	0	0	0	0
F36H12.3	0.231555	0	0	0	0	0.148689	0	0	14.4792	0	0	0	0	0	0	0	0	0	0	0	0	0.187743	0	0	1.98327	0	0
F36H12.4	0.012819	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.98327	0	0
F36H12.5	0.0647819	0	0	0	0	1.0214	0	0	0	0	0	2.32913	0	0	0	0	0	0	0	0	0	0	0	0	10.2866	0	0
ttbk-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
F36H12.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
F36H12.10	0.233772	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
F36H12.17	0.47239	0	0	0	0	0.17681	0	0	0	0	0	7.88177	0	0	0	0	0	0	0	0	0.440549	1.43828	0	5.82825	0	0	0
F37A4.1	34.6774	26.3973	64.9056	34.7029	26.9543	51.49	7.87063	30.2531	20.5009	62.5938	24.9689	59.0215	112.655	91.9297	2.651	64.7029	11.8013	80.8853	59.2674	23.1552	41.9793	88.2449	96.3287	61.5156	74.9703	84.8993	41.7282
F37A4.2	4.03223	20.8694	5.75955	5.42987	36.2681	14.6297	0.318765	2.23774	9.68477	0	0	16.1875	22.5602	0	0	24.6376	0	3.4471	53.5114	34.0528	8.48437	91.814	23.3515	14.4563	2.68015	23.5688	18.1336
F37A4.3	0	0	0	2.12469	4.52886	85.2513	0	18.0619	0	0	0	0	0	0	0	0	0	0	0	0	0	1.1002	0	0	0	0	0
F37A4.4	0.0619861	0	0	0.370828	0	1.10496	0.223681	0	0	0	0	0	0	0	0	4.08198	0	0	0	0	0	0.639656	0	0	0	0	0
F37A4.5	0.0934453	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.350114	0.905514	0	0	0	0
F37A4.6	0.201613	0	0	0	0	0.369891	0	0	37.5306	0	0	1.10575	0	0	0	5.35576	0	0	0	0	0	0	0	0	0	0	0
bath-41	3.68832	5.49056	0.894951	0	0	10.9705	0	0	5.99822	0	0	0.260779	0	0	0	0	0	5.0277	59.4282	0	0	69.9006	38.0004	5.58043	12.2493	8.07226	5.99819
folt-2	0.975934	0	0	0	4.01616	0.503533	0	0	0	0	0	0	0	0	0	15.4612	0	0	0	0	520.191	0	0.500354	0	0	0	1.57851
sre-24	0.0928592	0	0	0	0	0.102492	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
F37B4.10	2.00539	1.18668	1.17287	0	7.11895	4.73756	0.860501	3.62177	0	0	0	4.68089	0	0	0	0	0	0	26.7449	9.78282	3.43921	0.61756	12.5085	14.398	12.6008	3.49013	4.11865
oac-21	0.0186036	14.8291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.786052	0	0	0	0	0	0
oac-22	0.210231	0	0	0	90.6143	0.36877	0	9.1565	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0507583	0	0	0	0	0
oac-23	0.256764	0	0	0	0	1.48964	0	0	8.42304	0	0	0	0	0	0	0	0	0	0	0	0	0.0871326	0	0	4.82619	0	0
F37C4.4	0.617492	0.534621	0	0	1.75834	177.726	95.0622	61.9116	0	0	0	1.61777	0	0	0	0	0	5.00946	53.0696	109.682	3.22155	0.124234	4.50352	0	33.0762	0	0
F37C4.5	76.0129	1103.06	427.949	278.207	221.955	139.048	342.355	82.0552	330.032	149.326	144.649	156.86	297.613	152.458	117.056	196.285	6.447	635.108	341.916	853.68	151.461	1.7377	51.1648	304.216	207.164	50.7953	85.5963
F37C4.6	0.403675	0	0	0	0	2.96303	0	0	0	0	0	7.0373	0	0	0	0	0	0	0	0	83.8037	0.0438878	0	0	0	0	0
F37C4.8	0.069688	0	0	0	0	0.0758892	0.631988	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
F37C12.1	13.7962	24.2306	22.4326	13.3561	14.1469	24.1334	8.13134	0	11.0466	18.2215	69.9503	54.4842	12.0482	34.9659	0	23.6686	65.4107	15.0797	27.8554	7.40518	32.6993	72.7831	34.2663	38.2083	23.1724	49.3029	32.0007
epg-4	11.4319	28.6808	6.52562	16.2305	13.3442	15.0719	7.97049	0	6.948	10.6451	44.1019	22.5942	0	0	7.83762	34.2769	8.84996	15.7006	35.668	12.5945	4.23829	34.4555	36.4913	36.077	13.6438	29.2909	15.1492
F37C12.3	66.7859	33.247	36.3496	16.8101	51.2912	37.5749	38.93	34.8919	5.66909	11.4639	0	30.9779	28.853	12.6881	18.7891	3.54845	18.5904	17.5433	29.803	32.7544	9.41797	44.9409	38.1445	23.3598	48.1576	38.2104	47.1287
acs-4	82.1155	165.814	137.967	182.134	164.707	156.716	22.7862	23.1077	351.76	311.453	252.05	269.041	136.101	203.295	419.525	353.119	235.187	235.158	194.017	159.542	613.047	498.469	539.471	453.206	264.066	385.987	117.381
F37C12.10	0.563436	0	0	1.61094	0	0.0709051	0	0	0	20.9501	0	0	0	0	0	0	0	0	0	0	0	1.74849	1.34504	0	0	0	0
exos-9	35.1328	43.055	75.1959	6.5365	95.7759	51.3613	11.4854	31.4297	40.5731	12.054	11.6954	10.5484	13.0208	10.944	5.80531	22.8065	2.83092	40.2367	20.8752	26.5816	13.2462	123.796	122.416	71.3484	90.9308	124.217	33.0034
F37C12.14	0.21381	0	0	0	0	0.102665	0	0	0	0	18.7126	0	0	0	0	0	0	0	0	0	0	0.112034	0	0	0	0	0
ncbp-1	29.2648	36.5871	39.9352	30.1225	24.4387	59.2271	14.4598	16.7563	23.5913	25.0236	27.8229	42.8933	52.6773	6.70507	0	56.9586	50.4426	23.9535	69.6735	33.9371	41.4344	197.342	130.842	65.2332	62.4929	82.4932	27.6177
lron-6	0.344096	0	0	0	6.92842	0	0	0	0	0	0	57.7911	0	0	0	8.24622	0	1.53314	0	0	0	0.480017	0	0	0.988852	0	0
comp-1	0.257725	0	0	0	0	0.821317	0	0	0	0	0	7.4638	0	0	0	0	0	0	0	0	0	0.351338	0	0	0	0	0
F37F2.2	14.7648	26.7566	76.9935	28.8512	67.5042	19.3171	4.75756	20.1161	19.4286	17.3476	51.4999	42.1423	16.8919	23.3572	39.8256	34.0645	0	46.0753	9.46815	0	32.4009	29.5883	25.7229	35.838	4.55106	20.0665	54.0881
odr-8	16.6042	53.6809	21.0505	23.3589	48.5627	43.6697	12.6059	79.3315	253.02	2.23192	79.2756	70.435	39.1757	0	7.61824	42.3897	30.0447	71.3823	15.3935	25.9236	14.7272	108.06	43.3853	41.6076	62.6961	31.559	45.6571
F38A5.2	36.1156	67.1698	49.4067	43.8405	76.429	48.0956	20.2099	5.29067	77.1914	14.3174	63.3928	27.8862	49.6379	76.0439	33.522	50.92	30.3729	21.6975	26.0532	31.3283	48.8974	123.858	66.6557	140.257	63.9078	62.2246	57.8942
nspb-3	0.0213756	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
F38A5.6	0	0	0	0	0	0.680468	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.10688	0.0697119	0	0	0	0	0
sup-36	5.09516	28.9157	22.5867	10.4522	2.14046	14.7228	6.20046	0	41.0161	54.0738	11.834	57.7276	88.3275	26.825	98.9456	31.6746	0	15.1729	38.1366	64.7738	3.15133	1.49225	21.0952	49.6021	16.8244	23.587	27.8027
F38A5.8	0.0252788	0	0	0	0	0.109352	0.387631	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
nspb-5	0	0	0	0	0	0.176301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
nspb-4	0	0	1.25323	0	0	0.0925008	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
irld-7	0.108674	0	0	0	0	0.0764973	0	0	0	0	0	0	0	0	0	0	0	0.6028	0	0	0	0	0	0	0	0	0
nspb-2	0	0	1.17287	6.89478	0	0.0709051	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0510446	0	0	0	0	0
nspb-1	0.0273854	0	0	1.13641	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
F38B6.2	0.113281	0	0	14.7038	6.39636	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.041607	0	0	0	0	0
F38B6.3	0.0563305	0	0	0	117.608	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
F38B6.4	0.815277	0	11.1	0	0	10.3651	0.391625	0	0	0	0	1.41555	0	0	0	0	0	0	0	0	199.167	0.233297	1.27633	0	0	0	0
F38B6.6	7.74958	238.094	14.8013	19.8666	0	3.28445	18.3449	0	2.47427	151.883	6.27675	131.123	218.949	479.461	32.4282	154.234	0	1.48307	23.0433	0	1.53666	0.171024	33.2368	0	33.2218	1.07996	6.41406
F38B6.7	0.21116	0	0	9.78573	0	2.24961	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
F38E1.3	0	0	0	0	0	0	0	0	3.30821	0	0	0	0	0	0	0	0	0	0	16.7403	0	0	0	0	0	0	0
F38E1.6	0.0930622	0	0	0	0	1.45355	0	0	0	0	0	0	0	0	0	0	0	4.24106	0	0	0	0.190818	0	0	0	0	0
srsx-22	0.0183383	0	0	0	0	1.24606	0	0	0	0	0	2.49423	0	0	0	0	0	2.31591	0	0	0	0.0602938	0	0	12.3097	0	0
F38E1.9	19.1051	39.6166	55.3962	40.3074	17.8511	63.1256	20.2509	30.7216	0	0	8.91075	19.9946	0	21.2314	0	11.8888	34.1313	41.6653	26.0177	43.6426	1.60699	64.6255	63.3386	38.2836	54.5241	50.2891	43.6838
F38E1.10	0	0	0	0	0	0.381913	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
F38E1.11	0.0198955	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
F38E9.1	9.712	5.836	3.73886	0	0	5.29242	0	0	33.3934	0	0	4.39431	0	12.6378	0	0	0	0	0	0	5.75519	0.333043	0	117.12	0	10.6282	3.6034
F38E9.4	0.0573673	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
F38E9.5	126.165	475.87	132.578	272.94	112.052	48.6182	40.1008	7.0137	80.0198	167.104	130.471	235.442	181.713	369.353	130.372	263.485	58.6446	81.8088	153.954	237.829	46.6641	0.702672	42.0569	104.913	96.7435	219.419	73.0029
F38E9.6	0.187665	0	0	0	0	0	0	0	64.8851	0	0	0	0	51.025	0	76.7835	51.0766	0	0	77.429	0.558448	0.423089	0	0	0	2.17495	0
nhr-181	0.31316	0	0	0	0	8.16617	3.68882	43.5881	0	0	0	0	0	0	0	0	0	1.06604	0	0	0	0.0611695	1.21993	0	3.47439	0	0
F38H12.5	0.183726	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
frpr-7	6.67397	15.3117	14.6391	2.12828	0	1.74189	1.68913	0	64.0801	120.688	0	52.5224	268.601	0	26.8689	154.25	20.6113	0	0	0	2.18188	0	0	0	0	1.07691	25.3077
F39B3.3	0.0679389	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.57474
F39C12.1	286.578	244.25	284.925	237.466	460.322	619.163	219.201	99.5347	369.985	590.344	869.957	447.703	610.101	336.589	71.3326	327.077	709.92	277.957	308.24	379.464	1817.15	23.3302	983.122	652.402	610.338	871.588	512.187
btb-16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.28136	0	0	0	0	0	0
nep-13	0.968333	0	0	0	0	0.204916	0	0	0	0	0	4.08806	0	0	0	0	0	0	0	0	0.540802	0	1.27633	0	0	0	0
F39E9.6	0.127776	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
btb-17	0.0982791	0	0	0	0	0	0	0	0	0	0	7.81922	0	0	0	0	0	1.18092	0	0	2.64256	0	0	0	0	0	0
btb-18	0.242871	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	107.166	0	0	0	0	0	0	0	0	0
F39F10.2	0	0	0	0	4.77138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0327295	0	0	0	0	0
F39F10.3	0	0	0.462783	0	10.0562	0	0	0	0	0	0	0	0	0	0	0	3.88857	0	0	0	0	0.0692712	0	0	2.29034	0	0
F39F10.4	23.2078	5.40225	0	0	0	20.4816	2.91987	0	8.82102	0	24.3416	1.02842	0	0	0	0	0	15.3917	2.62775	4.89869	0	0.0860165	0	0	4.56435	0	10.6359
F39F10.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ugt-61	0.175229	0	2.38983	3.67292	0	4.47557	5.25842	15.0204	0	0	0	0	0	0	0	0	0	18.0479	0	12.3722	12.829	0.172246	0	0	2.11416	0	0.4428
F39G3.2	0.20974	1.72616	0	0	0	0.449637	0.628139	0	0	0	9.68936	0	0	0	0	0	15.2848	0	0	0	0	1.76507	0	7.06202	0.352361	0	12.8375
F39G3.3	29.4215	25.6307	41.5248	71.2619	109.267	59.489	48.1827	47.1645	42.1349	31.9386	51.3852	62.6977	44.5035	45.9582	0	85.5505	154.539	51.1692	75.3736	4.96899	125.754	134.178	93.2545	26.8984	73.3945	111.848	79.6946
F39G3.4	0.347257	0	0	0	0	0.369576	0	0	0	16.4758	0	0	0	0	0	0	0	0	0	0	0.368293	0.0797547	0	0	0	0	0
F39G3.5	0.120943	0	0	0	0	0.103534	2.43767	0	0	0	0	0	0	0	0	0	0	0	0	0	23.1269	0.188551	0	0	0	0	0
oac-24	0.0171977	0	0	0	0	0.313686	0	4.89778	4.21152	0	0	0	0	0	10.9151	0	0	0	10.7023	0	0	0.0662508	0	0	4.00749	0	0
F39H12.1	11.0408	10.1715	27.1798	0.904545	24.9137	33.7901	7.96995	0	27.0616	0	0	15.8492	0	16.6739	0	7.04929	59.209	12.6072	26.8689	18.677	7.12418	0.216977	18.3202	33.8931	9.7614	13.0092	9.77581
F39H12.2	0.47538	0	0	3.86904	0	0.113622	0.392914	0	69.6849	0	0	0	0	0	0	0	0	0	0	0	16.8321	0	1.15618	0	0	0	0
F39H12.3	37.4461	224.245	36.7041	56.7201	0	1.19045	6.09703	11.0831	261.874	683.006	0	272.716	97.5168	17.1134	32.9432	161.234	0	3.21002	25.1376	0	7.40604	0.244953	1.16971	0	0	0	4.95877
igcm-1	0.906686	6.03239	111.495	460.889	6.34341	111.229	32.3411	120.184	14.9077	0	0	39.8737	10.4312	3.10099	9.32001	3.94639	308.58	9.50194	784.589	197.973	9.88469	0.618823	6.03891	0	0	0	90.5789
F40A3.1	7.5241	5.9953	45.8562	71.3933	58.6344	1.25336	9.71497	10.0136	0	103.232	5.74666	23.2596	0	0	64.8906	98.5529	12.5009	13.1493	230.521	4.9954	59.7418	0.376567	10.7873	0	3.59042	0	0
F40A3.2	0.239246	0	0	0	6.3857	4.12697	22.3265	110.356	0	0	0	12.0251	0	0	0	0	0	0	0	0	0.610876	0.160663	4.94633	0	0	0	0.729809
F40A3.3	27.6421	70.1879	8.51783	18.4155	14.091	16.471	45.2449	171.878	44.7948	15.1092	13.734	11.7979	8.77193	7.49344	18.8366	0	96.4283	27.4327	44.5169	25.0218	4.94687	28.6913	19.6844	66.5178	43.3094	15.9173	36.0789
F40A3.4	0.795686	0	26.0208	1.553	0	2.98832	3.37587	0	23.5042	2.23954	0	43.7161	0	0	0	16.9725	0	0	6.69855	0	0	0	0	0	0	0	0
F40A3.6	234.022	284.937	0	0.669679	0	0.243256	15.1106	4.14161	4.10246	15.2497	0	1.56229	0	0	23.3936	0	0	0	0	0	2.12311	0.251172	0	0	0	0	1.6437
F40A3.7	0.993468	0	14.7421	0	8.97287	0.913298	1.09392	0	55.4945	154.011	0	57.4143	76.1149	0	70.567	77.1393	0	0	0	0	20.5218	0.575544	1.47135	0	22.6518	0	2.56836
bath-13	0	0	0.462783	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.365297	0	0	0	32.5704	0	0	0	0	0
F40B5.2	12.219	24.1101	10.0506	37.968	0	18.2374	10.068	7.45912	39.2062	56.8525	22.7685	18.4649	5.30786	26.4704	21.3092	10.7981	10.4342	0	6.787	6.74388	32.2185	0	11.0498	32.7159	21.0499	29.6091	15.0938
nep-15	0.0414468	0	0	7.85869	0	0.818703	0	0	8.18148	17.9163	0	7.1914	0	0	0	0	9.59656	0	0	0	6.86914	0	0	0	1.34574	0	1.79604
F40C5.1	0	0	0	0	0	0.110379	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0279785	0	0	0	0	0
F40C5.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mage-1	10.0486	10.6627	2.38196	5.22987	10.7091	14.0057	7.65897	19.624	6.51975	29.8912	20.0872	16.4395	9.09091	18.8445	0	17.101	0	8.30237	0	6.12034	6.85959	60.2547	30.029	27.617	21.5753	29.7965	17.0059
F40E3.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.39161	0	0	0	0	0
F40E3.5	7.86099	0	2.10584	0.370828	7.5052	0.595576	3.42966	14.8425	0	14.7026	0	0	0	0	0	0	376.555	2.2202	11.1762	21.7206	2.52606	1.90744	0	0	0	0	4.95663
F40E3.6	0.0721748	0	0	5.60121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.9004	0.127045	0	0	0	0	0
F40E12.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0508079	0	0	0	0	0
F40E12.2	0.534241	0	0	0	0	0.397732	0	0	0	0	0	0	0	0	0	0	0	0	4.03073	0	1.08738	0.735391	0	0	0	5.11373	0
fbxb-71	0.440281	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
irg-7	2.91813	0	0	0	0	2.97932	4.05884	0	7.56464	0	0	0	0	0	0	0	0	0	17.877	0	5457.54	0.273718	3.71945	0	0.791526	1.28947	2.81029
F40F4.7	33.8023	8.94029	7.92978	9.97664	27.5053	14.9182	8.06078	0	16.4623	0	0	46.2592	0	6.43376	0	8.29903	0	39.4742	48.0946	13.2686	14.4722	0	54.847	0	19.232	44.4238	43.5267
sec-20	7.72295	11.4055	12.6761	19.5502	23.6678	31.1742	3.69398	2.55444	4.67578	44.3546	42.877	11.999	0	34.9968	0	31.4267	19.7363	4.7366	25.5086	49.2025	27.7808	45.8981	37.6612	25.5673	28.076	53.4512	30.6222
cox-17	6.68928	5.65986	7.05099	12.0479	16.8747	3.18457	1.22419	0	0	0	0	0	32.5156	0	0	10.9579	8.3515	1.70487	0	38.4956	3.878	8.62002	8.26056	0	5.2947	3.52114	3.0474
F40G9.5	0.10489	0	0	0	0	0	5.35975	0	1.04455	11.8364	0	0	0	0	0	16.9725	0	1.86503	0	0	9.75022	0.414353	0	4.04724	0	0	0
F40G9.6	0.0765251	0	0	0	0	0.389707	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.871858	0.357711	0	3.35954	0	0	0
F40G9.7	0.0142583	0	0	0	0	0.152081	0	0	0	0	0	2.77527	0	0	0	0	0	0	0	0	0.389493	0.164423	0	0	0	0	0
F40G9.8	0.0377051	0	0	0	0	0	0	0	0	0	0	0	0	0	12.7188	0	0	0	0	0	0	0	0	0	0	0	0
F40G9.9	0	0	0	1.40618	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
clec-148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
F40G9.12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
F40G9.14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.310888	0	0	0	0	0
F40H3.1	97.6914	53.9487	165.511	20.2485	11.8297	2.82056	14.7173	26.5936	17.9866	0	84.0824	68.7764	12.9534	128.672	25.4375	1.59981	0	29.9544	15.5752	0	0.915353	0.525166	0	16.0421	12.5425	8.04784	32.8925
F40H3.2	0.247091	0	0	0	0	1.10022	14.6934	0	0	0	0	0	0	0	0	0	0	0	18.0235	0	0.723246	0	0	0	3.30094	0	0
F40H3.3	2.3095	8.15862	0	0	0	0	1.30748	8.82594	0	0	0	5.11358	0	0	0	0	0	5.14986	0	12.2972	0	0.337028	0	0	0	0	0
F40H3.6	0.301061	0	0	0	10.8693	1.05745	0	0	11.9463	0	0	0	0	0	30.2663	0	89.2792	0	0	0	0	0.244831	0	0	0	0	0
F40H6.1	0	0	0	0	0	0.547545	0	0	25.256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
F40H6.2	0.390552	0	0	0	0	0.634722	0	0	2.78138	0	0	0	0	0	0	22.6741	0	0	0	0	0	0.0545349	0	0	0	0	0
F40H6.5	0.844171	215.659	0	0	9.32388	0.443378	0	0	27.938	0	0	0	0	0	0	0	0	2.41154	0	0	0	0	0	0	0	0	0
cutl-28	0.48226	0	12.1552	39.7621	1.21056	15.4777	11.7352	51.1635	7.66225	0	0	0	13.369	0	0	55.2846	2.21147	42.1466	411.483	69.882	1.33289	0.252472	0	0	27.0294	59.7849	0
F41B4.1	66.3872	265.822	0	0	0	0.426951	0.357654	0	7.11167	0	0	2.32913	0	4.90711	0	0	0	4.48156	0	0	0	0.130125	0	0	0	2.7966	0
F41B4.2	0.573716	0	0	0	0	0.555832	8.00207	19.4284	655.212	488.377	11.6047	156.576	0	153.127	63.4929	1.50791	0	0	0	12.7437	0	0.282909	0	0	3.02279	0	0
F41B4.3	3.44453	16.8892	0	6.62717	18.8408	5.27498	18.6877	0	13.0525	47.7809	18.3505	3.62214	48.3814	5.76941	0	2.12355	0	13.3349	0	0	2.3157	0.0725043	8.29826	0	6.95311	20.3339	10.9592
cyp-33C7	1.07338	7.0652	10.2214	32.9858	1.61391	6.66281	16.067	19.6834	2.41392	33.4036	0	0.130389	0	0	0	0	0	36.816	25.2953	19.949	16.9738	0	16.0479	0	42.3203	10.411	10.936
cyp-33C5	0.762053	6.12462	25.5113	17.7973	0	1.29935	13.9866	3.1956	0	15.5168	0	0	0	0	0	0	0	2.32523	0	0	4.63207	0	1.92851	0	0	8.04784	1.94125
cyp-33C3	0.359109	2.60783	2.4698	5.97665	0	0	2.31695	0	0	0	0	0	0	0	0	0	0	0	0	0	78.2609	0	2.8132	0	0	0	23.5018
cyp-33C6	0.0516622	0	0	0	0	0.146889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
nhr-182	4.13335	18.4585	26.9008	43.9168	6.29133	12.1417	6.06693	8.28322	2.20958	0	0	0	0	3.17203	0	0	0	89.8323	76.1609	6.48172	34.504	0.247319	3.56396	14.0712	21.3295	27.8295	0
nhr-183	0.0524353	5.77937	51.9808	49.853	200.91	4.70167	3.36241	0	34.5561	0	0	0	0	41.1152	0	30.3345	0	18.1429	340.899	0	49.3143	0	23.6361	0	0	0	29.9856
F41C3.1	0.0104511	0	0	0	0	0	1.00348	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
F41C3.2	0	0	0	0	0	2.12384	160.239	90.9691	0	0	10.0808	0	0	0	0	2.24164	0	0	0	0	0	0.0423606	0	0	0	0	0
acs-11	13.3901	26.0604	6.65901	12.6762	7.5112	20.6758	38.4951	25.8066	11.4794	54.7378	7.99109	13.0681	0	11.1744	5.0048	8.80931	37.2639	25.905	6.62098	0	26.7906	51.9424	37.3038	67.0836	31.9499	22.8926	12.8818
F41C3.4	5.4026	51.6261	17.605	7.61695	14.2609	22.6394	2.40982	16.5588	2.8618	0	0	14.0381	0	5.40698	0	0	10.4342	5.26343	1.91038	73.1675	1.67759	37.1597	15.8401	7.20529	7.83995	12.7072	11.5549
F41C3.5	4400.41	162.468	38.3221	11.0648	0	13.0385	11.0584	33.4618	16.3505	68.9578	5.79673	20.4855	0	0	0	104.674	0	1.51199	6.46331	9.834	25.3968	1.58846	0.479813	25.3109	4.19524	13.5441	27.3282
F41C3.6	0.315518	2.55952	3.54148	0	0	1.42961	0	0	0	0	0	0	0	0	0	0	0	0	2.64517	5.19846	0	0.0863734	0	0	0	0	0
F41C3.7	1.24334	0	0	0	0	0.331447	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
F41C3.8	0.420605	0	189.452	85.4717	19.9612	0.760025	0	0	0	0	0	0	0	8.51528	0	0	0	0	2.67046	13.3177	24.6879	0.516773	1.47135	0	0	0	15.3045
F41C3.11	0.645804	1.02778	18.7957	2.57936	0	67.6942	18.2267	125.388	6.18567	0	0	5.81242	0	0	0	0	0	0	33.6872	46.5282	0	0.427254	17.4251	0	35.0151	0	0
F41C6.2	0	0	3.23405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
F41C6.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
F41C6.4	0.017622	0	0	0	0	0.590825	1.57165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0416236	0	0	0	0	0
F41C6.6	0.284929	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.85426	0.0880914	0	0	0	0	0
F41C6.7	0.0398125	0	0	0	0	0.463526	1.32298	0	0	0	0	0	0	0	0	0	0	0	0	0	41.1125	0.0583081	0	0	0	0	0
tbc-18	0.929423	0.698377	7.83024	21.4156	0	2.39033	8.91448	0	92.8736	131.111	36.0761	111.216	142.365	220.198	26.4374	186.415	56.8724	7.2528	16.3994	11.0248	31.5634	0.0842673	2.38653	29.4178	0	0	2.82678
F41D9.2	0.392844	0	0	3.15728	0	0.767114	61.167	17.0859	0	0	0	0	0	0	0	0	0	4.62264	12.5121	0	0	0.342421	0	0	0	0	0
sulp-3	1.50428	0	36.7398	121.346	0	1.19788	1.8197	0	0	0	0	2.99459	0	0	0	0	0	0	0	0	0	0.661795	4.54166	0	0	7.59571	0
F41E6.1	0.351216	0	0	47.371	0	1.07256	2.48107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.28831	0	0	0	0	0
smk-1	253.787	229.443	436.528	445.174	267.895	376.174	229.313	296.755	528.532	605.025	725.822	689.549	543.503	621.043	514.702	503.918	257.197	184.707	638.637	585.324	376.819	579.152	307.767	324.556	264.54	174.756	256.746
